Partner ID,Logo,Partner Name,Description,Services,Country,Operating State / Province,City/DMA,OperatingFormats,Office Address Country,Office Address State,Office Address Street,Office Address City / DMA,Office Address Zip Code / Pin Code,Contact Name,Contact Phone,Contact Email,Website,Verified
,https://media.licdn.com/dms/image/v2/D4E0BAQGAecW7QaKfEQ/company-logo_200_200/company-logo_200_200/0/1667385309048/exterionmediafr_logo?e=1733961600&v=beta&t=U3Iwtx-K4ofJ4hf8ZX_dZIiWLbDiF1gbpEeXPJf7F7s,giraudy.fr,,Media Company,France,,,Digital and static, France, Île-de-France,"13, Rue Camille Desmoulins",Issy-les-Moulineaux,,"valerie,cyril.derache",06.29.57.31.52,"valerie.bourgatlani@giraudy.fr,cyril.derache@giraudy.fr",giraudy.fr,verified
,https://global.com/wp-content/themes/Global/assets/img/global-logo-footer.svg,Global Advertsising ,"Global is a leading media and entertainment group in the UK, known for its work in radio, outdoor advertising, and digital media. Their advertising division, Global Outdoor, offers extensive billboard and digital display networks across Europe and beyond.
",Media Company,United Kingdom,,,"airports, roadside posters, premium digital screens", United Kingdom, England,30 Leicester Square, London,,"Tanya White ,Nazli Benna,Alastair Merett,Darya Loginova",44 (0) 7814 918092,"Tanya.White@global.com,Nazli.Benna@global.com,Alastair.Merrett@global.com,Darya.Loginova@global.com",https://global.com/,verified
,https://sportscityadv.com/wp-content/uploads/2021/09/logo.png,sportscityadv.com,"Sports City is a Qatar-based advertising company specializing in sports event advertising and sponsorship. They help brands connect with sports audiences through various media channels and strategic partnerships.

",Media Company,Qatar,,,"BIllboards, Wall Wrapping and flag poles", Qatar, Al Rayyan,"Al Waab Street, S23 - S24 , Sport Accelerator", Doha,,Anass NAJIH,97431458801 \ 97440083182,Anass.Najih@sportscityadv.com,sportscityadv.com,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQFuJnLYMnhdPg/company-logo_200_200/company-logo_200_200/0/1631315125083?e=1734566400&v=beta&t=yC_Ijd_52Zix8P_r4EokRRzmD3pDt8p5DM46Stdt9uU,elan.qa,"Elan Group is a leading media and entertainment company in Qatar, offering services in outdoor advertising, event management, and media production. They aim to provide innovative and high-impact advertising solutions across the region.
",Media Company,Qatar,,,Static billboard, Qatar, Al Rayyan,"3, QDB Building B, Floor 5, Grand Hamad Street", Doha,,Nadim Ezzeddine,971 4428 9430,nadim.ezzeddine@elan.qa,elan.qa,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxme/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=jedJxQc9YC4FwEwOFYWdBXul.MIko8dP,JCD,"JCDecaux is a global leader in outdoor advertising, and their Qatar branch focuses on transit, street furniture, and airport advertising. They offer cutting-edge advertising solutions through digital displays and interactive media​(",Media Company,Qatar,,,Digital and Street furniture, Qatar, Al Rayyan,"QDB Building B, 3rd Floor, Grand Hamad Street", Doha,,julia.cannistra,974 4428 0100,julia.cannistra@jcdecaux.com ,https://www.jcdecauxme.com/qatar/home,verified
,,BILLBOARDERS,,Media Company,,,,Formats : Walking billboards and Static / LED Truck,,,,,,Junior Tan,(+65) 9778 7774,info@billboarders.co,,verified
,https://www.moovemedia.com.sg/wp-content/themes/Moove/assets/images/mm-sg-logo.jpg,Moove Media Pte Ltd,"Moove Media specializes in transit advertising in Singapore, managing advertisements on buses, taxis, and trains. They focus on creative, large-scale advertising campaigns that maximize visibility through public transport networks.
",Media Company,Singapore,,,"Has the rights for Bus, Metro and Metro stations", Singapore,,"600 Sin Ming Ave, CityCab Building Level 2", Singapore,,"Michael Yim Pei Boon,aaronloh",(65) 9008 2500,"MichaelYim@moovemedia.com.sg,aaronloh@moovemedia.com.sg",https://www.moovemedia.com.sg/,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxsg/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=ISqcoNrETalYptMc2NGTxguV7yXlgZP1,JCD,"JCDecaux is a leading outdoor advertising company worldwide. In Singapore, they offer advertising solutions through street furniture, public transport, airports, and digital platforms, providing high-impact and innovative media campaigns.
",Media Company,Singapore,,,IKE's Airport and Spectaculars, Singapore,,"8 Temasek Blvd, #33-02", Singapore,,"Julia,andrew.korniczky",,"julia.cannistra@jcdecaux.com,andrew.korniczky@jcdecaux.com",https://www.jcdecaux.com.sg/,verified
,https://static.sph.com.sg/uploads/2024/03/SPH-Media-Logo-New.webp,SPH Media Limited,"SPH is a major media organization in Singapore, covering print, digital, radio, and outdoor advertising. Their outdoor advertising division operates under the brand SPHMBO, delivering creative advertising on buses, trains, and outdoor spaces.

",Media Company,Singapore,,,Metro Station and Malls, Singapore,,1000 Toa Payoh North, Singapore,,Gwen Koh,65-9743 6235,gwenkoh@sph.com.sg ,https://www.sph.com.sg/,verified
,https://www.stroeer.de/_assets/9e8dad347f78e1584c5202882190aec5/Images/str-logo-white.svg,stroeer.de,"Ströer is a prominent German company specializing in outdoor advertising, digital marketing, and content creation. They offer a wide range of digital displays, billboards, and urban advertising services, targeting large audiences across Germany and Europe.

",Media Company,Germany,,,"Bus, Metro station, train, Digital Poster, spectacular, walls etc", Germany, North Rhine-Westphalia,Ströer-Allee 1, Köln,,"Christina,NKossmann",,"Christina-Denise.Williams@stroeer.de,NKossmann@stroeer.de",stroeer.de,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxme/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=jedJxQc9YC4FwEwOFYWdBXul.MIko8dP,JCD,"JCDecaux’s French division is part of the global leader in outdoor advertising, offering solutions through billboards, street furniture, transport advertising, and airport networks across the country and Europe.
",Media Company,France,,,Sttaic & Digital Transit Shelters, France, Hauts-de-Seine,17 Rue Soyer, Neuilly-sur-Seine,,Julia,,julia.cannistra@jcdecaux.com,https://www.jcdecaux.com/fr,verified
,https://cabvertising.eu/img/Logo-Cabvertising-header-white.png,cabvertising.eu,"Cabvertising specializes in taxi advertising across Europe. They offer businesses the opportunity to advertise on taxi cabs, a moving medium that ensures high visibility in urban environments.

",Media Company,Germany,,,Taxi Wrap, Germany, North Rhine-Westphalia,Düsseldorfer Straße, Mülheim an der Ruhr,,Sebastian Flesch,,flesch@cabvertising.eu,cabvertising.eu,verified
,https://www.ontruck.eu/wp-content/uploads/2021/09/OnTruck-Logo.png,ontruck.eu,"OnTruck is a European logistics and freight platform that connects shippers and carriers. In addition to freight solutions, they offer advertising opportunities through branded trucks, allowing businesses to reach a wider audience via transportation.

",Media Company,Germany,,,Static Truck wrap, Germany, (None provided),Linienstraße 42, Berlin,,raphael.camara,49 177 680 9645,raphael.camara@ontruck.eu,ontruck.eu,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQFtemrkFk3DIA/company-logo_200_200/company-logo_200_200/0/1630553055631/goldbach_group_ag_logo?e=1734566400&v=beta&t=rDQRCRBeSpCKoec-xOZXtOqdFPdY7kS4nHOaITX7ngs,goldbach.com,"Goldbach is a Switzerland-based company that specializes in the marketing of electronic, online, and outdoor media. They provide targeted advertising solutions on digital billboards, TV, and online platforms across several European countries.

",Media Company,Switzerland,,,"Malls, Ev charging stations, Metro stations and Major place based formats", Switzerland,,Seestrasse 39, Küsnacht,,"Dirk​​​​ Wiedau,juliane.stanglmayr,ingmar.kreuzer,",49 17 133 83 852,"dirk.wiedau@goldbach.com,juliane.stanglmayr@goldbach.com,ingmar.kreuzer@goldbach.com,",goldbach.com,verified
,https://wtm-outdoor-advertising.com/wp-content/uploads/2023/05/wtm-outdoor-ads-LOGO.jpg,wtm-outdoor.com,"WTM Outdoor is a German company that offers traditional and digital billboard advertising across various cities. They provide strategic outdoor advertising solutions in high-traffic locations.

",Agency,Germany,,,"Billboard Advertising,bus & Tram Advertising,Taxi Advertising,Airport Advertising", Germany, (None provided),Scharnweberstraße 14, Berlin,,svenja.schwarz,,svenja.schwarz@wtm-outdoor.com,wtm-outdoor.com,verified
,https://cdn.prod.website-files.com/64b5257840d0d19f7a1f6f23/65b9d501bdd0d8d32fbd5005_BackLite%20text.ai-p-500.png,BackLite Media ,"BackLite Media is a Dubai-based outdoor advertising company known for its premium billboards and signage across key locations in the UAE. They specialize in high-visibility outdoor ads for brands looking to target affluent audiences.

",Media Company,United Arab Emirated,,,Digital Billboard, United Arab Emirates,,"2501, Al Falak Street, Media City", Dubai,,"Joe Challita,Nourhan Ashraf,Sean Gadsby,",(+971) 56 137 2044,"joe.challita@backlitemedia.com,nourhan@backlitemedia.com,sean@backlitemedia.com,",https://www.backlitemedia.com,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxcom/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=1INjwgQ1fZlGidpfCf4.wPm0Q8OH5ZN5,JC Decaux,"JCDecaux operates in the UAE, focusing on outdoor advertising in airports, malls, and urban environments. Their digital and traditional billboards offer high-impact campaigns throughout major cities like Dubai and Abu Dhabi.

",Media Company,United Arab Emirated,,,Sttaic & Digital Transit Shelters, United Arab Emirates,,"DMC 6 - Al Sufouh, Dubai Media City", Dubai,,"Monika Nair ,RANADIVE Vikram,ELRAYESS Wissam,",(+971) 55 937 0759,"monika.nair@jcdecaux.com,vikram.ranadive@jcdecaux.com,wissam.elrayess@jcdecaux.com,",https://www.jcdecaux.com/uae,verified
,https://hillsadvertising.com/wp-content/uploads/2017/09/logo.png,Hills Advertising ,"Hills Advertising is based in Dubai and offers a range of out-of-home advertising solutions across the Middle East. They provide high-end billboards and digital screens in strategic locations for luxury brands and large-scale campaigns.

",Media Company,United Arab Emirated,,,Static billboard, United Arab Emirates,,"Emirates Towers Office Tower, Level 25", Dubai,,"Yasmin Balqar,Sara",971 4 325 3130,"yasmin@hillsadvertising.com,sara@hillsadvertising.com",https://hillsadvertising.com,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQF7H1whzw_Vfg/company-logo_200_200/company-logo_200_200/0/1632127777606/leads_dubai_logo?e=1734566400&v=beta&t=oDLEL7SvEjBPHbPOCjGqy5emLCn9OOzaCW9dZfS0rqQ,Leads Dubai,"Leads Dubai is a digital marketing agency that helps businesses generate leads through online advertising, search engine optimization (SEO), and social media marketing. They focus on helping companies in Dubai grow their online presence.
",Media Company,United Arab Emirated,,,Static billboard, United Arab Emirates,,"D 011, D Tech 2 Silicon Oasis", Dubai,,Prachi Gupta ,(+ 971)555268284,prachi@leadsdubai.com,https://www.leadsdubai.com,verified
,https://trinet.ae/wp-content/uploads/2017/02/trinet-logo-dark.png,Trinet,"Trinet Outdoor Advertising is well known as one of the excellent Out of Home Media Company not only in United Arab Emirates but also in entire Middle East. Trinet Outdoor is recognized by providing exceptional services in assisting their clients by means of presenting their company, promoting products and delivering messages that can change the insight of the consumers, viewers, commuters and shoppers by simply using very innovative and most improved way of OOH Media.

",Agency,United Arab Emirated,,,Billboards, United Arab Emirates,,"Rm. 1606, Al Shafar Tower 1, Barsha Heights", Dubai,,"MAHMOUD ABU AL HAJ,Aijaz Shah",971 50 456 0458,"mahmoud@trinet.ae,aijaz@trinet.ae",https://trinet.ae/,verified
,https://media.licdn.com/dms/image/v2/C4E0BAQHvvRRzBTe1og/company-logo_200_200/company-logo_200_200/0/1640582461250/media247ae_logo?e=1734566400&v=beta&t=KlzW3988haF1fSW5t2YU6VHB-_ngd4MAJryv9GtbIvc,Media 247,Media247 is a UAE-based media company specializing in outdoor advertising. They offer a variety of advertising solutions including digital and traditional outdoor formats.,Media Company,United Arab Emirated,,,Digital Advertising, United Arab Emirates,,"305, JBC 5, Cluster W, Jumeirah Lake Towers", Dubai,,Mohammed Obaid, +971 4 283 3471 | +971 50 275 3821,mohammedr@media247.ae,https://media247.ae/,verified
,https://cdn-ilaogjh.nitrocdn.com/xDQPJHoOGgvQoCefFCmIbkRKLiBOOfoL/assets/images/source/rev-b773e18/oceanoutdoor.s3.eu-west-2.amazonaws.com/wp-content/uploads/2024/01/Ocean-Logo-dark.svg,Ocean Outdoor,"Ocean Outdoor is a leading UK-based company focused on digital out-of-home (DOOH) advertising. They operate a network of premium digital screens in key urban locations.
",Media Company,United Kingdom,,,Digital Advertising, United Kingdom,,25 Kingly Street, London,,"Keith Crisp,James McNulty",07584 281021.,"Keith.Crisp@oceanoutdoor.com,james.mcnulty@oceanoutdoor.com",https://www.oceanoutdoor.com,verified
,,Taxi advertising ,"Taxi Advertising offers advertising solutions through taxi cabs, primarily in the US. They provide both interior and exterior advertising options.
",Media Company,United Kingdom,,,,,,,,,Winston Thomas,44(0)2031769009 / 44 (0)7769 677508,winston@taxiadvertising.com,,verified
,,Open Media,"Open Media is a UK-based outdoor advertising company specializing in digital advertising and dynamic, data-driven outdoor media.
",Media Company,United Kingdom,,,,,,,,,,44 7815 889 934,,https://openmedia.uk.com,verified
,https://elonexoutdoormedia.co.uk/wp-content/uploads/2019/11/elonex-logo_2022.png,Elonex team ,"Elonex provides digital out-of-home (DOOH) advertising solutions across the UK. They offer a range of advertising formats, including large digital screens and interactive displays.
",Media Company,United Kingdom,,,Digital Advertising, United Kingdom, England,21 Soho Square, London,,"Josie Tucker,Andrew Shelton ,Jessica Fitzpatrick,",0754 024 7511,"jtucker@elonex.com,ashelton@elonex.com,jfitzpatrick@elonex.com,",https://elonex.com,verified
,https://alightmedia.com/uploads/general/Alight_ID_Company_Grad_RGB_Black_ColourOption1-TRIMMED.png,Alight media ,"Alight Media focuses on outdoor and digital advertising in Australia, providing innovative advertising solutions including digital billboards and transit media.
",Media Company,United Kingdom,,,Digital Advertising, United Kingdom,,58-59 Great Marlborough St, London,,Jacs Carreau ,"44 20 7183 2346
",jacs@alightmedia.com,https://www.alightmedia.com,verified
,https://75media.co.uk/wp-content/uploads/2022/12/75MediaLogo.svg,75 Media,"75 Media is a UK-based company specializing in outdoor advertising across various media formats, including digital and traditional billboard advertising.
",Media Company,United Kingdom,,,Billboards, United Kingdom,,"Cubo Leeds, 3rd Floor, 6 Wellington Place", Leeds,,"Joe,Paula,
Alexa Berry,",0113 357 2111,"joe@75media.co.uk,paula@75media.co.uk,alexa.berry@75media.co.uk,",https://75media.co.uk,verified
,https://www.baymedia.co.uk/wpcore/wp-content/uploads/2023/06/BM_logo_mono_reversal_unstacked-transparent-100x26.png,Bay Media ,"Bay Media offers outdoor advertising solutions in the UK, including digital and static billboards.",Media Company,United Kingdom,,,"Lamppost Banner, Billboards", United Kingdom, England,76A Bermondsey St, London,,"Shifali Kulisra,Lizzie Miller",2083432525,"shifali.kulisra@baymedia.co.uk,lizzie.miller@baymedia.co.uk",https://baymedia.co.uk,verified
,https://global.com/wp-content/themes/Global/assets/img/global-logo-footer.svg,Global Advertsising ,"Global is a major media and entertainment company in the UK. They offer a range of advertising services across outdoor, radio, and digital platforms.
",Media Company,United Kingdom,,,"Bus wraps. Billboard, Metro passway.", United Kingdom,,30 Leicester Square, London,,"Tanya White ,Nazli Benna,Alastair Merett,Darya Loginova",44 (0) 7814 918092,"Tanya.White@global.com,Nazli.Benna@global.com,Alastair.Merrett@global.com,Darya.Loginova@global.com",https://www.global.com,verified
,https://media.licdn.com/dms/image/v2/D4E0BAQG6nzmQURjKGw/company-logo_200_200/company-logo_200_200/0/1681479793816/blowup_media_logo?e=1734566400&v=beta&t=0TUDAqhfatJikDnd_zgk-hb7KNFEvMa9Ma1bi6Gg_zA,Blowup Media,"Blow Up Media specializes in large-scale outdoor advertising in the UK, including high-impact billboard and transit advertising.
",Media Company,United Kingdom,,,Sttaic & Digital Transit Shelters, United Kingdom,,51-52 Frith St, London,,Tim Rabbe ,49 174 31 22 927,raabe@blowup-media.de,https://www.blowup-media.co.uk,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxau/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=NoHkLnPADVP4awIz4MX7B6BZo5nlr5L0,JCD australia,"JCDecaux Australia is part of the global JCDecaux network, offering comprehensive outdoor advertising solutions including digital and static formats.
",Media Company,Australia,,,Sttaic & Digital Transit Shelters, Australia, QLD,5/141 Queen St, Brisbane City,,,61 7 3012 8080,"andrew.korniczky@jcdecaux.com,snation@billboardsaustralia.com.au,conor@billboardsaustralia.com.au,",https://www.jcdecaux.com.au,verified
,"https://static.wixstatic.com/media/141e2d_f53d08dc933a4c009ec2655e7623a7f6~mv2.png/v1/fill/w_461,h_88,al_c,q_85,enc_auto/MMA.png",Mobile Marketing Australia,"Provides mobile and digital marketing solutions, including mobile billboard advertising and location-based targeting.",Media Company,Australia,,,Mobile advertising, Australia, NSW,"Unit 4, 2 Clerke Place", Kurnell,,,1300234448,luke@mobilemarketingau.com,https://www.mobilemarketingaustralia.com.au/,verified
,https://movingmedia.com.au/wp-content/uploads/2022/05/moving-media-logo-transparent-cropped-150x54.png,Moving Media,"Provides mobile and transit advertising solutions in Australia, utilizing moving vehicles as advertising platforms.
",Media Company,Australia,,,Transit, Australia, SA,"Queensland, NSW",,,,0417 848 150,mick@movingmedia.com.au,https://www.movingmedia.com.au,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwwall/wall_logo_white.png?VersionId=wCL.2T5t3dKmqEGaMdYpsgw3VXmnQmqC,Wall Decaux,"A German company specializing in outdoor advertising and digital out-of-home (DOOH) solutions, including large-format digital screens.
",Media Company,Germany,,,Transit shelter, Germany, Berlin,"Wall GmbH - Unternehmenszentrale, Friedrichstraße 118", Berlin,,marcin.brauer,491516493339,"marcin.brauer@walldecaux.de,Programmatic_Sales@wall.de",https://www.wall.de,verified
,https://d3k1k88y44k0jy.cloudfront.net/wwwjcdecauxcom/s3fs-public/assets/themes/custom/jcd/html/generic/images/logo.png?VersionId=1INjwgQ1fZlGidpfCf4.wPm0Q8OH5ZN5,JCD,"Part of the global JCDecaux network, offering outdoor advertising solutions across Germany, including digital and traditional formats.
",Media Company,Germany,,,Sttaic & Digital Transit Shelters,Germany,Berlin,Friedrichstr 118,Berlin,,julia.cannistra,,"julia.cannistra@jcdecaux.com,andrew.korniczky@jcdecaux.com",https://www.jcdecaux.com/de,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQFtemrkFk3DIA/company-logo_200_200/company-logo_200_200/0/1630553055631/goldbach_group_ag_logo?e=1734566400&v=beta&t=rDQRCRBeSpCKoec-xOZXtOqdFPdY7kS4nHOaITX7ngs,goldbach.com,"A leading media company in Switzerland, providing advertising solutions across various media channels, including digital and traditional outdoor advertising.
",Media Company,Germany,,,Transit shelter and billboards, Germany,,Feringastraße 12b, Unterföhring,,dirk.wiedau,,"dirk.wiedau@goldbach.com,ingmar.kreuzer@goldbach.com",https://goldbach.com/ch/de/home,verified
,https://cdn.prod.website-files.com/64ca37391046bd0e764dc4ff/64ca37391046bd0e764dc732_Ontruck%20Logo_White.svg,OnTruck GmbH,"OnTruck offers a platform for managing and optimizing trucking and logistics, including advertising opportunities on transportation assets.",Media Company,Spain,,,Transit, Spain, Comunidad de Madrid,"C. de la Alameda, 22", Madrid,,raphael.camara,49 177 680 9645,raphael.camara@ontruck.eu,https://www.ontruck.com,verified
,,Stella Fayman,,Media Company,Germany,,,, Germany,,Schillerpromenade 39, Berlin,,stella,49 157 92511542,stella@echoposter.com,,verified
,https://echoposter.com/uploads/logo_light_1_b361b8c4b2.svg,echoposter.com,"Specializes in out-of-home advertising solutions, including digital and traditional billboards, with a focus on innovative advertising formats.
",Agency,Germany,,,"Traditional, Transit & Guerilla", Germany,Berlin,Schillerpromenade 39, Berlin,,sugal,030 55571427; +49 30 5557 1427,"sugal@wtm-outdoor.com,	svenja.schwarz@wtm-outdoor.com",https://www.echoposter.com,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQGiqfR8VcdiKA/company-logo_200_200/company-logo_200_200/0/1630545790551?e=1734566400&v=beta&t=HSTXCXgWCz5jpfBJv51T9cFmYmGibxFfPz7lZ55gQqY,hd-berlin.de,"Provides digital out-of-home (DOOH) advertising solutions in Berlin, including high-impact digital billboards and screens.
",Media Company,Germany,,,Digital , Germany,Berlin,"GmbH, Cicerostr. 22", Berlin,,,030-20004350,info@hd-berlin.de,http://www.hd-berlin.de,verified
,https://media.licdn.com/dms/image/v2/C4D0BAQHwzl8ALxDT-w/company-logo_200_200/company-logo_200_200/0/1670340018004/stroeer_logo?e=1734566400&v=beta&t=gt6Rlxyi7cSKFRSwdQFGyaqCbPjdsJQBW3kgYHTnWJ4,stroeer.de,"A major German out-of-home advertising company, offering a wide range of advertising solutions including digital billboards, transit advertising, and more.
",Media Company,Germany,,,Wall poster, Germany,,Ströer-Allee 1, Köln,,,49 2236 9645 0,Christina-Denise.Williams@stroeer.de,https://www.stroeer.de,verified
